instrument_token,exchange_token,tradingsymbol,name,expiry,strike,lot_size,instrument_type
9843458,38451,BANKNIFTY21SEP34500CE,BANKNIFTY,2021-09-30,34500,25,CE
9843714,38452,BANKNIFTY21SEP34500PE,BANKNIFTY,2021-09-30,34500,25,PE
11056130,43188,BANKNIFTY21SEP36000CE,BANKNIFTY,2021-09-30,36000,25,CE
11056386,43189,BANKNIFTY21SEP36000PE,BANKNIFTY,2021-09-30,36000,25,PE
13625090,53223,BANKNIFTY21SEP37500CE,BANKNIFTY,2021-09-30,37500,25,CE
13625858,53226,BANKNIFTY21SEP37500PE,BANKNIFTY,2021-09-30,37500,25,PE
12178178,47571,BANKNIFTY21SEP39000CE,BANKNIFTY,2021-09-30,39000,25,CE
12178946,47574,BANKNIFTY21SEP39000PE,BANKNIFTY,2021-09-30,39000,25,PE
12546818,49011,BANKNIFTY21DEC24000CE,BANKNIFTY,2021-12-30,24000,25,CE
12547074,49012,BANKNIFTY21DEC24000PE,BANKNIFTY,2021-12-30,24000,25,PE
12547330,49013,BANKNIFTY21DEC25500CE,BANKNIFTY,2021-12-30,25500,25,CE
12547586,49014,BANKNIFTY21DEC25500PE,BANKNIFTY,2021-12-30,25500,25,PE
12547842,49015,BANKNIFTY21DEC27000CE,BANKNIFTY,2021-12-30,27000,25,CE
12548098,49016,BANKNIFTY21DEC27000PE,BANKNIFTY,2021-12-30,27000,25,PE
12548354,49017,BANKNIFTY21DEC28500CE,BANKNIFTY,2021-12-30,28500,25,CE
12548610,49018,BANKNIFTY21DEC28500PE,BANKNIFTY,2021-12-30,28500,25,PE
12548866,49019,BANKNIFTY21DEC30000CE,BANKNIFTY,2021-12-30,30000,25,CE
12549122,49020,BANKNIFTY21DEC30000PE,BANKNIFTY,2021-12-30,30000,25,PE
12549378,49021,BANKNIFTY21DEC31500CE,BANKNIFTY,2021-12-30,31500,25,CE
12549634,49022,BANKNIFTY21DEC31500PE,BANKNIFTY,2021-12-30,31500,25,PE
12549890,49023,BANKNIFTY21DEC33000CE,BANKNIFTY,2021-12-30,33000,25,CE
12550146,49024,BANKNIFTY21DEC33000PE,BANKNIFTY,2021-12-30,33000,25,PE
12550402,49025,BANKNIFTY21DEC34500CE,BANKNIFTY,2021-12-30,34500,25,CE
12550658,49026,BANKNIFTY21DEC34500PE,BANKNIFTY,2021-12-30,34500,25,PE
12550914,49027,BANKNIFTY21DEC36000CE,BANKNIFTY,2021-12-30,36000,25,CE
12551170,49028,BANKNIFTY21DEC36000PE,BANKNIFTY,2021-12-30,36000,25,PE
12551938,49031,BANKNIFTY21DEC37500CE,BANKNIFTY,2021-12-30,37500,25,CE
12552194,49032,BANKNIFTY21DEC37500PE,BANKNIFTY,2021-12-30,37500,25,PE
12552450,49033,BANKNIFTY21DEC39000CE,BANKNIFTY,2021-12-30,39000,25,CE
12552706,49034,BANKNIFTY21DEC39000PE,BANKNIFTY,2021-12-30,39000,25,PE
14553602,56850,NIFTY21JAN10150CE,NIFTY,2021-01-28,10150,75,CE
14553858,56851,NIFTY21JAN10150PE,NIFTY,2021-01-28,10150,75,PE
14554114,56852,NIFTY21JAN10200CE,NIFTY,2021-01-28,10200,75,CE
14554370,56853,NIFTY21JAN10200PE,NIFTY,2021-01-28,10200,75,PE
14554882,56855,NIFTY21JAN10250CE,NIFTY,2021-01-28,10250,75,CE
14555138,56856,NIFTY21JAN10250PE,NIFTY,2021-01-28,10250,75,PE
14555906,56859,NIFTY21JAN10300CE,NIFTY,2021-01-28,10300,75,CE
14556162,56860,NIFTY21JAN10300PE,NIFTY,2021-01-28,10300,75,PE
14604802,57050,NIFTY21JAN10350CE,NIFTY,2021-01-28,10350,75,CE
14605058,57051,NIFTY21JAN10350PE,NIFTY,2021-01-28,10350,75,PE
14605826,57054,NIFTY21JAN10400CE,NIFTY,2021-01-28,10400,75,CE
14606082,57055,NIFTY21JAN10400PE,NIFTY,2021-01-28,10400,75,PE
14606338,57056,NIFTY21JAN10450CE,NIFTY,2021-01-28,10450,75,CE
14606594,57057,NIFTY21JAN10450PE,NIFTY,2021-01-28,10450,75,PE
14606850,57058,NIFTY21JAN10500CE,NIFTY,2021-01-28,10500,75,CE
14607106,57059,NIFTY21JAN10500PE,NIFTY,2021-01-28,10500,75,PE
14646786,57214,NIFTY21JAN10550CE,NIFTY,2021-01-28,10550,75,CE
14647042,57215,NIFTY21JAN10550PE,NIFTY,2021-01-28,10550,75,PE
14693890,57398,NIFTY21JAN10600CE,NIFTY,2021-01-28,10600,75,CE
14694146,57399,NIFTY21JAN10600PE,NIFTY,2021-01-28,10600,75,PE
14709762,57460,NIFTY21JAN10650CE,NIFTY,2021-01-28,10650,75,CE
14710018,57461,NIFTY21JAN10650PE,NIFTY,2021-01-28,10650,75,PE
14752514,57627,NIFTY21JAN10700CE,NIFTY,2021-01-28,10700,75,CE
14752770,57628,NIFTY21JAN10700PE,NIFTY,2021-01-28,10700,75,PE
14864898,58066,NIFTY21JAN10750CE,NIFTY,2021-01-28,10750,75,CE
14865154,58067,NIFTY21JAN10750PE,NIFTY,2021-01-28,10750,75,PE
14930178,58321,NIFTY21JAN10800CE,NIFTY,2021-01-28,10800,75,CE
14930434,58322,NIFTY21JAN10800PE,NIFTY,2021-01-28,10800,75,PE
14930690,58323,NIFTY21JAN10850CE,NIFTY,2021-01-28,10850,75,CE
14930946,58324,NIFTY21JAN10850PE,NIFTY,2021-01-28,10850,75,PE
14931202,58325,NIFTY21JAN10900CE,NIFTY,2021-01-28,10900,75,CE
14931458,58326,NIFTY21JAN10900PE,NIFTY,2021-01-28,10900,75,PE
14931714,58327,NIFTY21JAN10950CE,NIFTY,2021-01-28,10950,75,CE
14931970,58328,NIFTY21JAN10950PE,NIFTY,2021-01-28,10950,75,PE
14956290,58423,NIFTY21JAN11000CE,NIFTY,2021-01-28,11000,75,CE
14956546,58424,NIFTY21JAN11000PE,NIFTY,2021-01-28,11000,75,PE
14957314,58427,NIFTY21JAN11050CE,NIFTY,2021-01-28,11050,75,CE
14957570,58428,NIFTY21JAN11050PE,NIFTY,2021-01-28,11050,75,PE
14957826,58429,NIFTY21JAN11100CE,NIFTY,2021-01-28,11100,75,CE
14958082,58430,NIFTY21JAN11100PE,NIFTY,2021-01-28,11100,75,PE
14961922,58445,NIFTY21JAN11150CE,NIFTY,2021-01-28,11150,75,CE
14962178,58446,NIFTY21JAN11150PE,NIFTY,2021-01-28,11150,75,PE
14964482,58455,NIFTY21JAN11200CE,NIFTY,2021-01-28,11200,75,CE
14964738,58456,NIFTY21JAN11200PE,NIFTY,2021-01-28,11200,75,PE
14966018,58461,NIFTY21JAN11250CE,NIFTY,2021-01-28,11250,75,CE
14966274,58462,NIFTY21JAN11250PE,NIFTY,2021-01-28,11250,75,PE
14966786,58464,NIFTY21JAN11300CE,NIFTY,2021-01-28,11300,75,CE
14967042,58465,NIFTY21JAN11300PE,NIFTY,2021-01-28,11300,75,PE
14967298,58466,NIFTY21JAN11350CE,NIFTY,2021-01-28,11350,75,CE
14967554,58467,NIFTY21JAN11350PE,NIFTY,2021-01-28,11350,75,PE
14967810,58468,NIFTY21JAN11400CE,NIFTY,2021-01-28,11400,75,CE
14968066,58469,NIFTY21JAN11400PE,NIFTY,2021-01-28,11400,75,PE
14968322,58470,NIFTY21JAN11450CE,NIFTY,2021-01-28,11450,75,CE
14968578,58471,NIFTY21JAN11450PE,NIFTY,2021-01-28,11450,75,PE
14968834,58472,NIFTY21JAN11500CE,NIFTY,2021-01-28,11500,75,CE
14969090,58473,NIFTY21JAN11500PE,NIFTY,2021-01-28,11500,75,PE
14969346,58474,NIFTY21JAN11550CE,NIFTY,2021-01-28,11550,75,CE
14969602,58475,NIFTY21JAN11550PE,NIFTY,2021-01-28,11550,75,PE
14969858,58476,NIFTY21JAN11600CE,NIFTY,2021-01-28,11600,75,CE
14970114,58477,NIFTY21JAN11600PE,NIFTY,2021-01-28,11600,75,PE
14970370,58478,NIFTY21JAN11650CE,NIFTY,2021-01-28,11650,75,CE
14970626,58479,NIFTY21JAN11650PE,NIFTY,2021-01-28,11650,75,PE
14970882,58480,NIFTY21JAN11700CE,NIFTY,2021-01-28,11700,75,CE
14971138,58481,NIFTY21JAN11700PE,NIFTY,2021-01-28,11700,75,PE
14971394,58482,NIFTY21JAN11750CE,NIFTY,2021-01-28,11750,75,CE
14971906,58484,NIFTY21JAN11750PE,NIFTY,2021-01-28,11750,75,PE
14975234,58497,NIFTY21JAN11800CE,NIFTY,2021-01-28,11800,75,CE
14975490,58498,NIFTY21JAN11800PE,NIFTY,2021-01-28,11800,75,PE
14975746,58499,NIFTY21JAN11850CE,NIFTY,2021-01-28,11850,75,CE
14976002,58500,NIFTY21JAN11850PE,NIFTY,2021-01-28,11850,75,PE
14976258,58501,NIFTY21JAN11900CE,NIFTY,2021-01-28,11900,75,CE
14976514,58502,NIFTY21JAN11900PE,NIFTY,2021-01-28,11900,75,PE
14976770,58503,NIFTY21JAN11950CE,NIFTY,2021-01-28,11950,75,CE
14977026,58504,NIFTY21JAN11950PE,NIFTY,2021-01-28,11950,75,PE
14977282,58505,NIFTY21JAN12000CE,NIFTY,2021-01-28,12000,75,CE
14977538,58506,NIFTY21JAN12000PE,NIFTY,2021-01-28,12000,75,PE
14977794,58507,NIFTY21JAN12050CE,NIFTY,2021-01-28,12050,75,CE
14978050,58508,NIFTY21JAN12050PE,NIFTY,2021-01-28,12050,75,PE
15030530,58713,NIFTY21JAN12100CE,NIFTY,2021-01-28,12100,75,CE
15030786,58714,NIFTY21JAN12100PE,NIFTY,2021-01-28,12100,75,PE
15031042,58715,NIFTY21JAN12150CE,NIFTY,2021-01-28,12150,75,CE
15031298,58716,NIFTY21JAN12150PE,NIFTY,2021-01-28,12150,75,PE
15033090,58723,NIFTY21JAN12200CE,NIFTY,2021-01-28,12200,75,CE
15033346,58724,NIFTY21JAN12200PE,NIFTY,2021-01-28,12200,75,PE
15033602,58725,NIFTY21JAN12250CE,NIFTY,2021-01-28,12250,75,CE
15033858,58726,NIFTY21JAN12250PE,NIFTY,2021-01-28,12250,75,PE
15034114,58727,NIFTY21JAN12300CE,NIFTY,2021-01-28,12300,75,CE
15034370,58728,NIFTY21JAN12300PE,NIFTY,2021-01-28,12300,75,PE
15034626,58729,NIFTY21JAN12350CE,NIFTY,2021-01-28,12350,75,CE
15034882,58730,NIFTY21JAN12350PE,NIFTY,2021-01-28,12350,75,PE
15035138,58731,NIFTY21JAN12400CE,NIFTY,2021-01-28,12400,75,CE
15035394,58732,NIFTY21JAN12400PE,NIFTY,2021-01-28,12400,75,PE
15037698,58741,NIFTY21JAN12450CE,NIFTY,2021-01-28,12450,75,CE
15037954,58742,NIFTY21JAN12450PE,NIFTY,2021-01-28,12450,75,PE
15040002,58750,NIFTY21JAN12500CE,NIFTY,2021-01-28,12500,75,CE
15040258,58751,NIFTY21JAN12500PE,NIFTY,2021-01-28,12500,75,PE
15040514,58752,NIFTY21JAN12550CE,NIFTY,2021-01-28,12550,75,CE
15040770,58753,NIFTY21JAN12550PE,NIFTY,2021-01-28,12550,75,PE
15041026,58754,NIFTY21JAN12600CE,NIFTY,2021-01-28,12600,75,CE
15041282,58755,NIFTY21JAN12600PE,NIFTY,2021-01-28,12600,75,PE
15041538,58756,NIFTY21JAN12650CE,NIFTY,2021-01-28,12650,75,CE
15042050,58758,NIFTY21JAN12650PE,NIFTY,2021-01-28,12650,75,PE
15042306,58759,NIFTY21JAN12700CE,NIFTY,2021-01-28,12700,75,CE
15042562,58760,NIFTY21JAN12700PE,NIFTY,2021-01-28,12700,75,PE
15042818,58761,NIFTY21JAN12750CE,NIFTY,2021-01-28,12750,75,CE
15043074,58762,NIFTY21JAN12750PE,NIFTY,2021-01-28,12750,75,PE
15043330,58763,NIFTY21JAN12800CE,NIFTY,2021-01-28,12800,75,CE
15043586,58764,NIFTY21JAN12800PE,NIFTY,2021-01-28,12800,75,PE
15043842,58765,NIFTY21JAN12850CE,NIFTY,2021-01-28,12850,75,CE
15044098,58766,NIFTY21JAN12850PE,NIFTY,2021-01-28,12850,75,PE
15044354,58767,NIFTY21JAN12900CE,NIFTY,2021-01-28,12900,75,CE
15044610,58768,NIFTY21JAN12900PE,NIFTY,2021-01-28,12900,75,PE
15044866,58769,NIFTY21JAN12950CE,NIFTY,2021-01-28,12950,75,CE
15045122,58770,NIFTY21JAN12950PE,NIFTY,2021-01-28,12950,75,PE
15045378,58771,NIFTY21JAN13000CE,NIFTY,2021-01-28,13000,75,CE
15045634,58772,NIFTY21JAN13000PE,NIFTY,2021-01-28,13000,75,PE
15045890,58773,NIFTY21JAN13050CE,NIFTY,2021-01-28,13050,75,CE
15046146,58774,NIFTY21JAN13050PE,NIFTY,2021-01-28,13050,75,PE
15046658,58776,NIFTY21JAN13100CE,NIFTY,2021-01-28,13100,75,CE
15046914,58777,NIFTY21JAN13100PE,NIFTY,2021-01-28,13100,75,PE
15047170,58778,NIFTY21JAN13150CE,NIFTY,2021-01-28,13150,75,CE
15047426,58779,NIFTY21JAN13150PE,NIFTY,2021-01-28,13150,75,PE
9380610,36643,NIFTY21JAN13200CE,NIFTY,2021-01-28,13200,75,CE
9380866,36644,NIFTY21JAN13200PE,NIFTY,2021-01-28,13200,75,PE
9381122,36645,NIFTY21JAN13250CE,NIFTY,2021-01-28,13250,75,CE
9381378,36646,NIFTY21JAN13250PE,NIFTY,2021-01-28,13250,75,PE
9382658,36651,NIFTY21JAN13300CE,NIFTY,2021-01-28,13300,75,CE
9383170,36653,NIFTY21JAN13300PE,NIFTY,2021-01-28,13300,75,PE
9518338,37181,NIFTY21JAN13350CE,NIFTY,2021-01-28,13350,75,CE
9519106,37184,NIFTY21JAN13350PE,NIFTY,2021-01-28,13350,75,PE
9521154,37192,NIFTY21JAN13400CE,NIFTY,2021-01-28,13400,75,CE
9521410,37193,NIFTY21JAN13400PE,NIFTY,2021-01-28,13400,75,PE
9940482,38830,NIFTY21JAN13450CE,NIFTY,2021-01-28,13450,75,CE
9940738,38831,NIFTY21JAN13450PE,NIFTY,2021-01-28,13450,75,PE
9940994,38832,NIFTY21JAN13500CE,NIFTY,2021-01-28,13500,75,CE
9941250,38833,NIFTY21JAN13500PE,NIFTY,2021-01-28,13500,75,PE
9941506,38834,NIFTY21JAN13550CE,NIFTY,2021-01-28,13550,75,CE
9941762,38835,NIFTY21JAN13550PE,NIFTY,2021-01-28,13550,75,PE
9942018,38836,NIFTY21JAN13600CE,NIFTY,2021-01-28,13600,75,CE
9942274,38837,NIFTY21JAN13600PE,NIFTY,2021-01-28,13600,75,PE
10243586,40014,NIFTY21JAN13650CE,NIFTY,2021-01-28,13650,75,CE
10243842,40015,NIFTY21JAN13650PE,NIFTY,2021-01-28,13650,75,PE
10244098,40016,NIFTY21JAN13700CE,NIFTY,2021-01-28,13700,75,CE
10244354,40017,NIFTY21JAN13700PE,NIFTY,2021-01-28,13700,75,PE
10245122,40020,NIFTY21JAN13750CE,NIFTY,2021-01-28,13750,75,CE
10245378,40021,NIFTY21JAN13750PE,NIFTY,2021-01-28,13750,75,PE
10600962,41410,NIFTY21JAN13800CE,NIFTY,2021-01-28,13800,75,CE
10601218,41411,NIFTY21JAN13800PE,NIFTY,2021-01-28,13800,75,PE
10608130,41438,NIFTY21JAN13850CE,NIFTY,2021-01-28,13850,75,CE
10608386,41439,NIFTY21JAN13850PE,NIFTY,2021-01-28,13850,75,PE
10609154,41442,NIFTY21JAN13900CE,NIFTY,2021-01-28,13900,75,CE
10609410,41443,NIFTY21JAN13900PE,NIFTY,2021-01-28,13900,75,PE
10610434,41447,NIFTY21JAN13950CE,NIFTY,2021-01-28,13950,75,CE
10610690,41448,NIFTY21JAN13950PE,NIFTY,2021-01-28,13950,75,PE
11116034,43422,NIFTY21JAN14000CE,NIFTY,2021-01-28,14000,75,CE
11116290,43423,NIFTY21JAN14000PE,NIFTY,2021-01-28,14000,75,PE
11127554,43467,NIFTY21JAN14050CE,NIFTY,2021-01-28,14050,75,CE
11127810,43468,NIFTY21JAN14050PE,NIFTY,2021-01-28,14050,75,PE
11128066,43469,NIFTY21JAN14100CE,NIFTY,2021-01-28,14100,75,CE
11128322,43470,NIFTY21JAN14100PE,NIFTY,2021-01-28,14100,75,PE
11132162,43485,NIFTY21JAN14150CE,NIFTY,2021-01-28,14150,75,CE
11132418,43486,NIFTY21JAN14150PE,NIFTY,2021-01-28,14150,75,PE
11621890,45398,NIFTY21JAN14200CE,NIFTY,2021-01-28,14200,75,CE
11622146,45399,NIFTY21JAN14200PE,NIFTY,2021-01-28,14200,75,PE
11622914,45402,NIFTY21JAN14250CE,NIFTY,2021-01-28,14250,75,CE
11623938,45406,NIFTY21JAN14250PE,NIFTY,2021-01-28,14250,75,PE
11569666,45194,NIFTY21JAN14300CE,NIFTY,2021-01-28,14300,75,CE
11569922,45195,NIFTY21JAN14300PE,NIFTY,2021-01-28,14300,75,PE
13029634,50897,NIFTY21JAN14350CE,NIFTY,2021-01-28,14350,75,CE
13029890,50898,NIFTY21JAN14350PE,NIFTY,2021-01-28,14350,75,PE
13678082,53430,NIFTY21JAN14400CE,NIFTY,2021-01-28,14400,75,CE
13679362,53435,NIFTY21JAN14400PE,NIFTY,2021-01-28,14400,75,PE
13679618,53436,NIFTY21JAN14450CE,NIFTY,2021-01-28,14450,75,CE
13679874,53437,NIFTY21JAN14450PE,NIFTY,2021-01-28,14450,75,PE
14936578,58346,NIFTY21JAN14500CE,NIFTY,2021-01-28,14500,75,CE
14937346,58349,NIFTY21JAN14500PE,NIFTY,2021-01-28,14500,75,PE
14937602,58350,NIFTY21JAN14550CE,NIFTY,2021-01-28,14550,75,CE
14937858,58351,NIFTY21JAN14550PE,NIFTY,2021-01-28,14550,75,PE
9541122,37270,NIFTY21JAN14600CE,NIFTY,2021-01-28,14600,75,CE
9541634,37272,NIFTY21JAN14600PE,NIFTY,2021-01-28,14600,75,PE
10063874,39312,NIFTY21JAN14650CE,NIFTY,2021-01-28,14650,75,CE
10064130,39313,NIFTY21JAN14650PE,NIFTY,2021-01-28,14650,75,PE
10136578,39596,NIFTY21JAN14700CE,NIFTY,2021-01-28,14700,75,CE
10137602,39600,NIFTY21JAN14700PE,NIFTY,2021-01-28,14700,75,PE
10137858,39601,NIFTY21JAN14750CE,NIFTY,2021-01-28,14750,75,CE
10138114,39602,NIFTY21JAN14750PE,NIFTY,2021-01-28,14750,75,PE
10708994,41832,NIFTY21JAN14800CE,NIFTY,2021-01-28,14800,75,CE
10709250,41833,NIFTY21JAN14800PE,NIFTY,2021-01-28,14800,75,PE
10709506,41834,NIFTY21JAN14850CE,NIFTY,2021-01-28,14850,75,CE
10712322,41845,NIFTY21JAN14850PE,NIFTY,2021-01-28,14850,75,PE
11011330,43013,NIFTY21JAN14900CE,NIFTY,2021-01-28,14900,75,CE
11011586,43014,NIFTY21JAN14900PE,NIFTY,2021-01-28,14900,75,PE
11302914,44152,NIFTY21JAN14950CE,NIFTY,2021-01-28,14950,75,CE
11303426,44154,NIFTY21JAN14950PE,NIFTY,2021-01-28,14950,75,PE
11303682,44155,NIFTY21JAN15000CE,NIFTY,2021-01-28,15000,75,CE
11303938,44156,NIFTY21JAN15000PE,NIFTY,2021-01-28,15000,75,PE
11304194,44157,NIFTY21JAN15050CE,NIFTY,2021-01-28,15050,75,CE
11304450,44158,NIFTY21JAN15050PE,NIFTY,2021-01-28,15050,75,PE
11840002,46250,NIFTY21JAN15100CE,NIFTY,2021-01-28,15100,75,CE
11841794,46257,NIFTY21JAN15100PE,NIFTY,2021-01-28,15100,75,PE
11842050,46258,NIFTY21JAN15150CE,NIFTY,2021-01-28,15150,75,CE
11842306,46259,NIFTY21JAN15150PE,NIFTY,2021-01-28,15150,75,PE
11842818,46261,NIFTY21JAN15200CE,NIFTY,2021-01-28,15200,75,CE
11845378,46271,NIFTY21JAN15200PE,NIFTY,2021-01-28,15200,75,PE
12182786,47589,NIFTY21JAN15250CE,NIFTY,2021-01-28,15250,75,CE
12183554,47592,NIFTY21JAN15250PE,NIFTY,2021-01-28,15250,75,PE
9737218,38036,NIFTY21JAN15300CE,NIFTY,2021-01-28,15300,75,CE
9737474,38037,NIFTY21JAN15300PE,NIFTY,2021-01-28,15300,75,PE
9858562,38510,NIFTY21JAN15350CE,NIFTY,2021-01-28,15350,75,CE
9858818,38511,NIFTY21JAN15350PE,NIFTY,2021-01-28,15350,75,PE
11922178,46571,NIFTY21JAN15400CE,NIFTY,2021-01-28,15400,75,CE
11923202,46575,NIFTY21JAN15400PE,NIFTY,2021-01-28,15400,75,PE
11923458,46576,NIFTY21JAN15450CE,NIFTY,2021-01-28,15450,75,CE
11923714,46577,NIFTY21JAN15450PE,NIFTY,2021-01-28,15450,75,PE
12392706,48409,NIFTY21JAN15500CE,NIFTY,2021-01-28,15500,75,CE
12393474,48412,NIFTY21JAN15500PE,NIFTY,2021-01-28,15500,75,PE
9271554,36217,NIFTY21JAN15550CE,NIFTY,2021-01-28,15550,75,CE
9271810,36218,NIFTY21JAN15550PE,NIFTY,2021-01-28,15550,75,PE
9272066,36219,NIFTY21JAN15600CE,NIFTY,2021-01-28,15600,75,CE
9273346,36224,NIFTY21JAN15600PE,NIFTY,2021-01-28,15600,75,PE
9273602,36225,NIFTY21JAN15650CE,NIFTY,2021-01-28,15650,75,CE
9273858,36226,NIFTY21JAN15650PE,NIFTY,2021-01-28,15650,75,PE
9866754,38542,NIFTY2110710600CE,NIFTY,2021-01-07,10600,75,CE
9867010,38543,NIFTY2110710600PE,NIFTY,2021-01-07,10600,75,PE
9867522,38545,NIFTY2110710650CE,NIFTY,2021-01-07,10650,75,CE
9867778,38546,NIFTY2110710650PE,NIFTY,2021-01-07,10650,75,PE
9868034,38547,NIFTY2110710700CE,NIFTY,2021-01-07,10700,75,CE
9868802,38550,NIFTY2110710700PE,NIFTY,2021-01-07,10700,75,PE
9869314,38552,NIFTY2110710750CE,NIFTY,2021-01-07,10750,75,CE
9869570,38553,NIFTY2110710750PE,NIFTY,2021-01-07,10750,75,PE
9870338,38556,NIFTY2110710800CE,NIFTY,2021-01-07,10800,75,CE
9870594,38557,NIFTY2110710800PE,NIFTY,2021-01-07,10800,75,PE
9870850,38558,NIFTY2110710850CE,NIFTY,2021-01-07,10850,75,CE
9871106,38559,NIFTY2110710850PE,NIFTY,2021-01-07,10850,75,PE
9872130,38563,NIFTY2110710900CE,NIFTY,2021-01-07,10900,75,CE
9873410,38568,NIFTY2110710900PE,NIFTY,2021-01-07,10900,75,PE
9873666,38569,NIFTY2110710950CE,NIFTY,2021-01-07,10950,75,CE
9873922,38570,NIFTY2110710950PE,NIFTY,2021-01-07,10950,75,PE
9874946,38574,NIFTY2110711000CE,NIFTY,2021-01-07,11000,75,CE
9875202,38575,NIFTY2110711000PE,NIFTY,2021-01-07,11000,75,PE
9876482,38580,NIFTY2110711050CE,NIFTY,2021-01-07,11050,75,CE
9876738,38581,NIFTY2110711050PE,NIFTY,2021-01-07,11050,75,PE
9876994,38582,NIFTY2110711100CE,NIFTY,2021-01-07,11100,75,CE
9877250,38583,NIFTY2110711100PE,NIFTY,2021-01-07,11100,75,PE
9877762,38585,NIFTY2110711150CE,NIFTY,2021-01-07,11150,75,CE
9878530,38588,NIFTY2110711150PE,NIFTY,2021-01-07,11150,75,PE
9879554,38592,NIFTY2110711200CE,NIFTY,2021-01-07,11200,75,CE
9879810,38593,NIFTY2110711200PE,NIFTY,2021-01-07,11200,75,PE
9880066,38594,NIFTY2110711250CE,NIFTY,2021-01-07,11250,75,CE
9880322,38595,NIFTY2110711250PE,NIFTY,2021-01-07,11250,75,PE
9881346,38599,NIFTY2110711300CE,NIFTY,2021-01-07,11300,75,CE
9881602,38600,NIFTY2110711300PE,NIFTY,2021-01-07,11300,75,PE
9881858,38601,NIFTY2110711350CE,NIFTY,2021-01-07,11350,75,CE
9883138,38606,NIFTY2110711350PE,NIFTY,2021-01-07,11350,75,PE
9884674,38612,NIFTY2110711400CE,NIFTY,2021-01-07,11400,75,CE
9884930,38613,NIFTY2110711400PE,NIFTY,2021-01-07,11400,75,PE
9885954,38617,NIFTY2110711450CE,NIFTY,2021-01-07,11450,75,CE
9886722,38620,NIFTY2110711450PE,NIFTY,2021-01-07,11450,75,PE
9886978,38621,NIFTY2110711500CE,NIFTY,2021-01-07,11500,75,CE
9887234,38622,NIFTY2110711500PE,NIFTY,2021-01-07,11500,75,PE
9888002,38625,NIFTY2110711550CE,NIFTY,2021-01-07,11550,75,CE
9888258,38626,NIFTY2110711550PE,NIFTY,2021-01-07,11550,75,PE
9888514,38627,NIFTY2110711600CE,NIFTY,2021-01-07,11600,75,CE
9888770,38628,NIFTY2110711600PE,NIFTY,2021-01-07,11600,75,PE
9889026,38629,NIFTY2110711650CE,NIFTY,2021-01-07,11650,75,CE
9889282,38630,NIFTY2110711650PE,NIFTY,2021-01-07,11650,75,PE
9889538,38631,NIFTY2110711700CE,NIFTY,2021-01-07,11700,75,CE
9889794,38632,NIFTY2110711700PE,NIFTY,2021-01-07,11700,75,PE
9895170,38653,NIFTY2110711750CE,NIFTY,2021-01-07,11750,75,CE
9895426,38654,NIFTY2110711750PE,NIFTY,2021-01-07,11750,75,PE
9896706,38659,NIFTY2110711800CE,NIFTY,2021-01-07,11800,75,CE
9896962,38660,NIFTY2110711800PE,NIFTY,2021-01-07,11800,75,PE
9897218,38661,NIFTY2110711850CE,NIFTY,2021-01-07,11850,75,CE
9897474,38662,NIFTY2110711850PE,NIFTY,2021-01-07,11850,75,PE
9897730,38663,NIFTY2110711900CE,NIFTY,2021-01-07,11900,75,CE
9899010,38668,NIFTY2110711900PE,NIFTY,2021-01-07,11900,75,PE
9899266,38669,NIFTY2110711950CE,NIFTY,2021-01-07,11950,75,CE
9899778,38671,NIFTY2110711950PE,NIFTY,2021-01-07,11950,75,PE
9901058,38676,NIFTY2110712000CE,NIFTY,2021-01-07,12000,75,CE
9901314,38677,NIFTY2110712000PE,NIFTY,2021-01-07,12000,75,PE
9901570,38678,NIFTY2110712050CE,NIFTY,2021-01-07,12050,75,CE
9901826,38679,NIFTY2110712050PE,NIFTY,2021-01-07,12050,75,PE
9905154,38692,NIFTY2110712100CE,NIFTY,2021-01-07,12100,75,CE
9905410,38693,NIFTY2110712100PE,NIFTY,2021-01-07,12100,75,PE
9906690,38698,NIFTY2110712150CE,NIFTY,2021-01-07,12150,75,CE
9906946,38699,NIFTY2110712150PE,NIFTY,2021-01-07,12150,75,PE
9908738,38706,NIFTY2110712200CE,NIFTY,2021-01-07,12200,75,CE
9908994,38707,NIFTY2110712200PE,NIFTY,2021-01-07,12200,75,PE
9910786,38714,NIFTY2110712250CE,NIFTY,2021-01-07,12250,75,CE
9911042,38715,NIFTY2110712250PE,NIFTY,2021-01-07,12250,75,PE
9911298,38716,NIFTY2110712300CE,NIFTY,2021-01-07,12300,75,CE
9911554,38717,NIFTY2110712300PE,NIFTY,2021-01-07,12300,75,PE
9911810,38718,NIFTY2110712350CE,NIFTY,2021-01-07,12350,75,CE
9912066,38719,NIFTY2110712350PE,NIFTY,2021-01-07,12350,75,PE
9912322,38720,NIFTY2110712400CE,NIFTY,2021-01-07,12400,75,CE
9912578,38721,NIFTY2110712400PE,NIFTY,2021-01-07,12400,75,PE
9913858,38726,NIFTY2110712450CE,NIFTY,2021-01-07,12450,75,CE
9914114,38727,NIFTY2110712450PE,NIFTY,2021-01-07,12450,75,PE
9914370,38728,NIFTY2110712500CE,NIFTY,2021-01-07,12500,75,CE
9914626,38729,NIFTY2110712500PE,NIFTY,2021-01-07,12500,75,PE
9914882,38730,NIFTY2110712550CE,NIFTY,2021-01-07,12550,75,CE
